code;ENGLISH.;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
human_resource_development;The romanticists finally broke with the classical demands on strictness and correctness. By celebrating and exploring human emotions and imagination, they set the path for future artic movements in the 19th- and early 20th century. Expressing their emotional response to nature were, amongst others: William Wordsworth, Samuel Taylor Coleridge, Lord Byron, Percy Bysshe Shelley and John Keats.;Développement des ressources humaines;Entwicklung der menschlichen Arbeitskräfte;;;;;;;;;;;x
human_resource_development_desc;The romanticists finally broke with the classical demands on strictness and correctness. By celebrating and exploring human emotions and imagination, they set the path for future artic movements in the 19th- and early 20th century. Of the romanticist era a few composers stand out against the rest. Ludwig van Beethoven, Frederic Chopin and Franz Schubert were among those.;;Dies war eine von Elton Mayo entwickelte Theorie zur Produktionsverwaltung, die er auf seine Untersuchungen an den Hawthorne-Werken in Chicago in den 1920er Jahren stützte. Die Hawthorne-Studien stellten die Theorien der Wissenschaftlichen Verwaltung in Frage, da Mayos Interpretation der Daten zur Produktionssteigerung einen mehr auf den Menschen bezogenen Ansatz der Arbeiterverwaltung darstellte. Der Hauptgedanke hierbei war, die Produktion zu steigern, indem den Arbeitern das Gefühl gegeben wurde, dass sie ein wichtiger Teil des Produktionsvorgangs waren und nicht bloße Zahnräder in einer großen Maschine. Obwohl Mayos Datenanalyse von vielen Wissenschaftlern angefochten wurden, gewannen seine Argumente im Laufe des zwanzigsten Jahrhunderts immer mehr Einfluss.;;;;;;;;;;;x
human_wave_doctrine;Rosendale cement generally refers to a type of natural cement that was produced in and around Rosendale, New York from argillaceous limestone, but is a term that has had different definitions at different times. The fast-setting Rosendale natural cement mortars proved to be more efficient than the mortars based on lime and sand. Because of its reputation, ‘Rosendale Cement’ has also been used as both a trade name and as a generic term referring to natural hydraulic cements produced elsewhere.;;;;;;;;;;;;;x
human_wave_doctrine_desc;The Rotary ‘endless’ kiln gives perfect control over combustion and produces a better grade of cement. The kiln is a cylindrical vessel, inclined slightly to the horizontal, which is rotated slowly about its axis. The material to be processed is fed into the upper end of the cylinder. As the kiln rotates, material gradually moves down towards the lower end, and may undergo a certain amount of stirring and mixing. Hot gases pass along the kiln, sometimes in the same direction as the process material, but usually in the opposite direction. The hot gases may be generated in an external furnace or may be generated by a flame inside the kiln.;;;;;;;;;;;;;x
human_wave_vs_spearhead;Rotenone is an odourless chemical which is naturally derived from several species of tropical and subtropical plants. It was first isolated in 1895 by the French Botanist Emmanuel Geoffroy. It became a key component in many industrial insecticides and pesticides.;Vague humaine contre Fer de lance;Massenangriffe contra Angriffsspitzen;;;;;;;;;;;x
human_wave_vs_spearhead_desc;The Rotherham or Yorkshire Plough invented by Disney Stanyforth and Joseph Foljambe was an improvement on the traditional plough. It was constructed of wood like the standard plough but the fittings and coulter were made of iron and the mouldboard and ploughshare were covered in iron plates. It was lighter than the traditional plough and could be easily worked with a pair of horses.;;Für Armeen, die auf Mobilität fokussiert waren, spielte die Entscheidung, wie genau die eigenen Truppen mobil sein sollten, eine große Rolle. Eine Option bestand darin, normale Infanterietruppen einzusetzen, und den Feind bei Kontakt mit schierer Masse zu überwältigen. Eine andere Option konzentrierte sich auf spezialisierte Voraustruppen, zu denen oft auch mechanisierte Einheiten gehörten, die sehr mobil waren und Schwächen in den feindlichen Linien schnell ausnutzen konnten.;;;;;;;;;;;x
humanistic_psychology;Jean-Jacques Rousseau was a French writer and philosopher. Rousseau’s many publications provided a central inspiration for the French Revolution. In ‘Discourse on the Origin and Basis of Inequality Among Men,’ Rousseau refuted Hobbes’ conception of the Social Contract as being imposed on the masses by the powerful in society, thereby instituting inequality into the civil society. In ‘The Social Contract Rousseau argued against the divine right of monarchs and asserted that sovereignty resides with the people. However, he argued that government must be separate from the legislative power of the sovereignty for the application of laws and that it was the duty of the people to abolish an overreaching government. Under his version of the Social Contract, the people had a right of freedom to withdraw from it except in time of need.;;;;;;;;;;;;;x
humanistic_psychology_desc;You wouldn’t think there’d be a demand for rubber boots, such that it would need to be produced on a massive scale. Yet here we are.;;;;;;;;;;;;;x
hussar_activation;This was a process to make industrial rubber out of the rubber source material. This enabled mass production of this strategic material and thus gave an enormously increased output.;;Husaren;;;;;;;;;;;x
hussar_activation_desc;This was the ability to give good order fast and under heavy stress. This was trained, and of course when possible learnt through experience.;;Husaren sind eine leichte Kavallerie-Einheit, die ihren Ursprung im 15. Jahrhundert in Ungarn hat. Ihre Bezeichnung und die charakteristische Kleidung dieser Reiter wurde in der Folgezeit weitgehend von leichten Kavallerie-Regimentern in Europa und anderen Armeen übernommen. Die Husaren spielten als Kavallerie in den Napoleonischen Kriegen eine wichtige Rolle. Diese leichte Kavallerie auf schnellen Pferden wurde in Gefechten und zur Erkundung eingesetzt.;;;;;;;;;;;x
hussey_n_mccormicks_reaping_machine;To judge the range of an enemy ship and calculate a firing solution, our ships now use ‘salvo firing’: they fire a salvo of three to five shells, wait to see the splashes, and adjust accordingly. Once we know we have the enemy ship ‘straddled’ we open fire with all guns.;Moissonneuse de Hussey et McCormick;Hussey & McCormicks-Erntemaschine;;;;;;;;;;;x
hussey_n_mccormicks_reaping_machine_desc;It was not until the development of sanitation that the presence of waste and sewage in cities was even considered to be a health issue. Once methods were introduced to remove waste and keep the streets clean, it became possible for rodent infestations to be reduced in size and for cities to rapidly grow.;Ce fut la première étape de la mécanisation du travail agricole. Elle permit d'accroître considérablement le rendement agricole.;Dies war der erste Schritt zur Mechanisierung der Landwirtschaft, was die Agrarproduktion enorm steigerte.;;;;;;;;;;;x
hydraulic_excavator;The abolishment of Sati funeral practices, where a recent widow immolated herself on her husband’s grave, was incredibly unpopular in some parts of India.;;;;;;;;;;;;;x
hydraulic_excavator_desc;The appearance of scholarships indicated the first attempt at offering higher education to students based on academic excellence, and not excluding them solely on the basis of finances. This allowed the attendance of colleges and universities to move from an elite part of the population towards being truly universal.;;;;;;;;;;;;;x
hydroelectricity;The awe-inspiring destructive capability of modern weaponry gave new credence to the School of Firepower.;;;;;;;;;;;;;x
hydroelectricity_desc;The advent of tank warfare led to a new school of thought—that impressive speed and superior positioning would win the day in military clashes.;;;;;;;;;;;;;x
hyperinflation;Shrapnel shells were anti-personnel artillery munitions which carried a large number of individual bullets close to the target and then ejected them to allow them to continue along the shell’s trajectory and strike the target individually. They relied almost entirely on the shell’s velocity for their lethality. The final shrapnel shell design bore little similarity to Henry Shrapnel’s original design, marking the quick evolution of technology at the time.;Hyper-inflation;Hyperinflation;;;;;;;;;;;x
hyperinflation_desc;Schwerpunkt is a term referring to the ‘centre of gravity or point of maximum effort, where a decisive action could be achieved’. Ground, mechanised and tactical air forces could be concentrated at this point of maximum effort whenever possible. By local success at the Schwerpunkt, a small force achieved a breakthrough and gained advantages by fighting in the enemy’s rear. Guderian summarized this doctrine as ‘Klotzen, nicht kleckern!’ meaning ‘act powerfully, not superficially’.;;Für viele Nationen resultierten die durch Kriege mit anderen Industrienationen verursachten sozioökonomischen Spannungen zu riesigen Haushaltsdefizisten, die eine sofortige Rückkehr zum Goldstandard unmöglich machten. Manche Nationen, die sich mit Forderungen gegen ihre Einkünfte als Resultat neuer soziale Verpflichtungen gegenüber Teilnehmern kürzlicher Kriege oder in Form von Reparationsleistungen durch die Niederlage in Kriegen konfrontiert sagen, empfanden diese Ansprüche als zu hoch, und versuchten, ihre Probleme dadurch zu lösen, indem sie mehr Geld in Umlauf brachten. Ohne die Möglichkeit, den Wert der Währung zu garantieren, verfiel deren Wert im Vergleich zu anderen Währungen oder Materialien wie Gold rapide. Die sozialen Auswirkungen einer solchen Währungspolitik waren traumatisch, besonders für jene, die bereits mit eingeschränkten und festen Gehältern auskommen mussten, und für Investoren, deren Anlagen durch den raschen Währungsverlust entwertet wurden. Für viele wurden die Bereitschaft des Staats, solche Machenschaften zu betreiben und die Marktreaktion darauf zu Beweggründen, sich zur Wiederherstellung der Ordnung und Stabilität in der Gesellschaft anderen Ideologien zuzuwenden.;;;;;;;;;;;x
hypodermic_injection;Schwerpunkt is a term referring to the ‘centre of gravity or point of maximum effort, where a decisive action could be achieved’. Ground, mechanised and tactical air forces could be concentrated at this point of maximum effort whenever possible. By local success at the Schwerpunkt, a small force achieved a breakthrough and gained advantages by fighting in the enemy’s rear. Guderian summarized this doctrine as ‘Klotzen, nicht kleckern!’ meaning ‘act powerfully, not superficially’.;;;;;;;;;;;;;x
hypodermic_injection_desc;Scientific Forestry using the Prussian model allows states to regularize and predict timber production through the classification and management of forest resources.;;;;;;;;;;;;;x
i_analytic_philosophy;Scientific Management.;Philosophie analytique;Analytische Philosophie;;;;;;;;;;;x
i_analytic_philosophy_desc;At this point efficient equipment made it possible to make special vessels that could mine or remove mines from the sea. Mines limited the movement of the enemy and could be very dangerous especially at night or bad weather.;;Dies war ursprünglich eine andere Bewegung von Philosophen, die die Logik und das Fundament der Mathematik von altertümlichen und inkonsistenten Thesen befreien wollten. Später versuchten sie, eine Brücke zwischen Sprache und formeller Logik zu schlagen und dadurch eine objektiv-realistische Grundlage für die Realität zu schaffen. Dies führte schließlich zum logischen Positivismus. Die objektivistische Position scheiterte jedoch, als Ludwig Wittgenstein, einer ihrer frühen Protegés, eine 180-Grad-Wendung vollzog, und seine vormalige Meinung anfocht.;;;;;;;;;;;x
i_empiricism;Sea power is the means by which a nation extends its military power onto the seas. Measured in terms of a nation’s capacity to use the seas in defiance of rivals and competitors, it consists of such diverse elements as combat craft and weapons, auxiliary craft, commercial shipping, bases, and trained personnel.;Empirisme;Empirismus;;;;;;;;;;;x
i_empiricism_desc;The ability to preserve seafood was the first step in permitting such food to reach parts of the country that did not live by the coast, thereby assisting in the growth of large urban centres.;;In ihrer starken Form ist dies die These, dass hinter Erscheinungen keine Realität steht. Eine schwächere Form des Empirismus gibt die Existenz einer Realität zu, die jedoch transempirisch ist. Die transzendente Natur der Realität legt fest, dass wir von ihr nichts wissen können und demnach die formellen Beziehungen zwischen Erscheinungen katalogisieren müssen.;;;;;;;;;;;x
i_scientific_management;This meant building a version that had good endurance and acceleration and that could hunt merchant shipping in the major sea-lanes.;Gestion scientifique;Wissenschaftliche Verwaltung;;;;;;;;;;;x
i_scientific_management_desc;This special department of the Police was instituted to get at political groups disrespecting the current order. For people in general this could be understood either as a fair and good institution or an evil repressive face of power.;;Diese im Jahr 1911 von Frederick William Taylor entwickelte Theorie der Arbeiterverwaltung bestätigte, dass die Arbeitsproduktivität durch die Optimierung bestimmter Aufgaben für jene Arbeiter gesteigert werden konnte, die dafür am besten geeignet waren. Zusammen mit der Einführung von Arbeitspausen zur Unterbrechung der täglichen Arbeitsroutine wurden Taylors Theorien zur Arbeiterverwaltung und zum Einsatz des bestgeeigneten Arbeiters für eine bestimmte Aufgabe zu einem Grundsatz für die Beibehaltung und Steigerung der Produktionsleistung. Eine Einschränkung der taylorschen Gedanken bestand jedoch darin, dass er den Arbeiter lediglich als Teil des Produktionsvorgangs einstufte. Im Verlauf des zwanzigsten Jahrhunderts argumentierten einige Kritiker, Taylors Ansatz zur Arbeiterverwaltung sei ein Grund für das steigende Interesse in Gewerkschaften und sozialistische Gedankengut innerhalb der Arbeiterklasse.;;;;;;;;;;;x
idealism;Secularization is the activity of changing something like art or education, so it is no longer under the control or influence of religion. This doctrine also proposes the transfer of property from ecclesiastical to civil possession.;Idéalisme;Idealismus;;;;;;;;;;;x
idealism_desc;Religion is not explicitly part of state policy, but the state tips its hat to traditional religious values.;Idéalisme;Idealismus;;;;;;;;;;;x
ideological_thought;Being subject to the will of a distant overlord has given the people a common cause, one that crosses all ideological boundaries. They will unite to oppose foreign rule, rising up violently if necessary, and deal with their other differences once a free government has been achieved.;Pensée idéologique;Ideologischer Gedanke;;;;;;;;;;;x
ideological_thought_desc;The weakness of artillery has always been its lack of mobility and considering that mobility is quickly becoming the hallmark of a modern army, it is becoming increasingly clear that new methods must be developed to move artillery from one front to the next.;Pensée idéologique;Ideologischer Gedanke;;;;;;;;;;;x
immanuel_kant;This new type of torpedo enabled a ship to fire and run. The torpedo would then travel toward its target on its own. They were though still only guided at the moment of firing, so it was still tricky to hit.;;;;;;;;;;;;;x
immanuel_kant_desc;Semi-Automatization.;;;;;;;;;;;;;x
import_substitution_industrialization;The idea of national sovereignty and the view that a people were a distinct group based on blood and language with certain rights evolved during the century and at several spots these ethnic groups started to work for independence.;Industrialisation par substitution aux importations;Importsubstitutions-Industrialisierung;;;;;;;;;;;x
import_substitution_industrialization_2;This meant going through every sequence in the production from buying resources to the selling of the finished goods and to measure them in time and money to make the chain of sequences as efficient as possible.;;;;;;;;;;;;;x
import_substitution_industrialization_2_desc;Shaft sinking refers to the general activity, however shallow shafts, typically sunk for civil engineering projects differ greatly in execution method from deep shafts, typically sunk for mining projects. When the top of the excavation is the ground surface, it is referred to as a shaft, when the top of the excavation is underground, it is called a winze or a sub-shaft.;La croissance de l'économie mondiale au XIXe siecle et début du XXe siecle a entraîné une demande accrue pour les produits industriels par les sociétés non occidentales. Cependant, les réalités de la guerre dans l'ere industrielle et l'augmentation de l'instabilité économique avec des périodes d'expansion et de contraction, a entraîné pour les non-occidentaux, une incapacité a répondre a leurs besoins en matiere de produits industriels de l'Ouest. En conséquence, un créneau pour les producteurs non occidentaux de répondre a la demande qui ne pouvait etre acquise facilement de l'Occident est apparu, et l'industrialisation dans le monde non-occidental a commencé a croître. Finalement, la pression pour protéger ces industries nouvelles de la concurrence de l'étranger a entraînait certains pays qui ont maintenu l'indépendance politique a adopter des politiques d'industrialisation en substitution aux importations afin d'encourager leurs sociétés a rompre leur dépendance a l'égard de l'Occident et, par extension, a renforcer leurs propres sociétés dans le systeme économique mondial. L'industrialisation de substitution des importations gagna en influence au cours du XXe siecle.;Das Wachstum der Weltwirtschaft im neunzehnten und frühen zwanzigsten Jahrhundert führte zu einer gesteigerten Industriegüternachfrage durch nichtwestliche Gesellschaften. Die Kriege des Industriezeitalters und die zunehmende wirtschaftliche Instabilität führte in nichtwestlichen Gesellschaften jedoch zeitweilig dazu, dass sie ihren Industriegüterbedarf nicht mehr mit Lieferungen von den angestammten Produzenten dieser Güter im Westen decken konnten. Dies gab Produzenten aus nichtwestlichen Gesellschaften stetig besser werdende Möglichkeiten, den Bedarf von Industriegütern, der durch die Einfuhr von Westimporten nicht einfach gedeckt werden konnte, mit lokalen Produkten zu decken. Dies führte zu einer zunehmenden Industrialisierung der nichtwestlichen Welt. Schließlich führte der Druck, diese neuen Industrien vor der Konkurrenz aus Übersee zu schützen, in einigen Nationen, die sich ihre politische Unabhängigkeit zur Anwendung der Importsubstitutions-Industrialisierung bewahrt hatten, dazu, ihre Industriegüter-bezogene Abhängigkeit vom Westen zu beenden und die Stellung ihrer eigenen Gesellschaften im globalen Wirtschaftssystem zu kräftigen. Die Importsubstitutions-Industrialisierung wurde im Verlauf des zwanzigsten Jahrhunderts immer wichtiger, da die Ressourcen des Westens zunehmend zur Lösung westlicher Probleme eingesetzt wurden.;;;;;;;;;;;x
import_substitution_industrialization_desc;This was one of the first mechanized power looms and it revolutionized production. From now on the textile industry was no longer considered a handicraft.;;Das Wachstum der Weltwirtschaft im neunzehnten und frühen zwanzigsten Jahrhundert führte zu einer gesteigerten Industriegüternachfrage durch nichtwestliche Gesellschaften. Die Kriege des Industriezeitalters und die zunehmende wirtschaftliche Instabilität führte in nichtwestlichen Gesellschaften jedoch zeitweilig dazu, dass sie ihren Industriegüterbedarf nicht mehr mit Lieferungen von den angestammten Produzenten dieser Güter im Westen decken konnten. Dies gab Produzenten aus nichtwestlichen Gesellschaften stetig besser werdende Möglichkeiten, den Bedarf von Industriegütern, der durch die Einfuhr von Westimporten nicht einfach gedeckt werden konnte, mit lokalen Produkten zu decken. Dies führte zu einer zunehmenden Industrialisierung der nichtwestlichen Welt. Schließlich führte der Druck, diese neuen Industrien vor der Konkurrenz aus Übersee zu schützen, in einigen Nationen, die sich ihre politische Unabhängigkeit zur Anwendung der Importsubstitutions-Industrialisierung bewahrt hatten, dazu, ihre Industriegüter-bezogene Abhängigkeit vom Westen zu beenden und die Stellung ihrer eigenen Gesellschaften im globalen Wirtschaftssystem zu kräftigen. Die Importsubstitutions-Industrialisierung wurde im Verlauf des zwanzigsten Jahrhunderts immer wichtiger, da die Ressourcen des Westens zunehmend zur Lösung westlicher Probleme eingesetzt wurden.;;;;;;;;;;;x
imported_artillery;Shift Work.;;;;;;;;;;;;;x
imported_military_literature;The massive cannons required on warships ultimately led to more improvements in artillery production overall.;;;;;;;;;;;;;x
imported_military_literature_desc;As naval weaponry became larger and larger, so did its means of production.;;;;;;;;;;;;;x
imported_weapons;The fighting ships changed enormously over the 19th century. By developing in ship construction, you go from sailing ships of wood, over steamships of iron, to turbine ships or steel.;;;;;;;;;;;;;x
impressionism;Production of footwear has moved from the lowly cobbler to factories utilizing the latest in equipment and technology.;Impressionnisme;Impressionismus;;;;;;;;;;;x
impressionism_desc;Shrinkage stoping is a mining method used for steeply dipping, narrower ore bodies with self-supporting walls and ore. It is an overhand mining method that relies on broken ore being left in the stope to be used as the ‘working floor’ and to support the walls. During the mining cycle, only 30 – 35% of the ore blasted is extracted being equivalent to the swell factor of in-situ ore to broken. When mining is complete to the next upper horizon, the ore is extracted. Although it is not necessary to fill the resulting voids, they are commonly filled with waste rock from development. Level intervals seldom exceed 40 meters due to uneven muck draw. Recoverable pillars are left at each level.;Impressionnisme;Impressionismus;;;;;;;;;;;x
impressionist_art;Webb developed socialist ideas while at university and in 1885 he joined the Fabian Society. The society believed that capitalism had created an unjust and inefficient society. The members agreed that the ultimate aim of the group should be to reconstruct ‘society in accordance with the highest moral possibilities’. The Fabian Society was a ‘fact-finding and fact-dispensing body’ and it produced a series of pamphlets on a wide variety of different social issues. Many of these were written by Sidney Webb including ‘Facts for Socialists’ (1887), ‘Facts for Londoners’ (1888) and ‘The Eight Hour Day’ (1891). Webb also wrote ‘A Plan on Campaign for Labour’ with George Bernard Shaw. Webb later became an important social-democratic figure with influence in the international worker organizations.;Art impressionniste;Impressionistische Kunst;;;;;;;;;;;x
impressionist_art_desc;Methods of improving fortifications have improved rapidly since the days of castles and forts, thus the way we lay siege must also change.;;Das Ziel der Impressionisten war es, die Welt nicht nur so darzustellen, wie sie gesehen wurde und bekannt war, sondern auch, wie sie empfunden und erfahren wurde. Dieses Streben führte sie dazu, die Grenzen ihrer Mittel und Traditionen zu erforschen und auszuweiten. Zu den Künstlern, die diese künstlerische Phase definierten und sich einen Platz in der Kunstgeschichte sicherten, gehörten Claude Monet, Auguste Renoir, Alfred Sisley und Frederic Bazille.;;;;;;;;;;;x
impressionist_literature;Sigmund Freud was an Austrian psychologist who founded the discipline of Psychoanalysis. Freud focused on the unconscious mind, dividing it into the id, ego, and superego. Freud believed that unconscious motivations guided the behaviour of his patients and these need to be identified by looking for thoughts and actions that did not fit normal explanation. Manifestation of sexual and aggressive drives were most likely explanations for the differences observed in personality.;Littérature impressionniste;Impressionistische Literatur;;;;;;;;;;;x
impressionist_literature_desc;At this point separate signal detachments were added to divisions and up vastly increasing their communication.;;Das Ziel der Impressionisten war es, die Welt nicht nur so darzustellen, wie sie gesehen wurde und bekannt war, sondern auch, wie sie empfunden und erfahren wurde. Dieses Streben führte sie dazu, die Grenzen ihrer Mittel und Traditionen zu erforschen und auszuweiten. Der literarische Impressionismus manifestierte sich hauptsächlich durch Poesie, die die Welt in wagen, manchmal gar flüchtigen Worten beschrieb. Zu den bedeutendsten Autoren gehörten Paul Verlaine und Stéphane Mallarmé;;;;;;;;;;;x
impressionist_music;Description goes here.;Musique impressionniste;Impressionistische Musik;;;;;;;;;;;x
impressionist_music_desc;This was a cumulative set of processes developed throughout the 19th century to process previously unusable silk. Sources of waste silk included the gummy silk fibres left over the predominant Silk Throwing Process and from the cocoons of the mulberry worms themselves. Previously this ‘waste silk’ had accounted for nearly 50% of raw silk production, and now it could be utilized too.;;Das Ziel der Impressionisten war es, die Welt nicht nur so darzustellen, wie sie gesehen wurde und bekannt war, sondern auch, wie sie empfunden und erfahren wurde. Dieses Streben führte sie dazu, die Grenzen ihrer Mittel und Traditionen zu erforschen und auszuweiten. Claude Debussy wurde als Begründer des musikalischen Impressionismus angesehen, aber in dieser Revolte gegen die romantischen Ideale, die die Musik so lange dominiert hatten, spielten auch Maurice Ravel, Frederick Delius und Ottorino Respighi wichtige Rollen.;;;;;;;;;;;x
improved_anti_aircraft_artillery;This meant a currency system based on silver. Money was cheaper to produce by the government which meant that it was rarely any lack of money in the country. The problem was though that the silver prices had a tendency to be dominated by gold prices which meant that foreign trade was often suffering.;Artillerie antiaå»¨ienne amå¹¨iorå¶ª;Verbesserte Flugabwehrartillerie;;;;;;;;;;;x
improved_anti_aircraft_artillery_desc;Modern skyscrapers are built with steel or reinforced concrete frameworks and curtain walls of glass or polished stone. They utilize mechanical equipment such as water pumps and elevators. Until the 19th century, buildings of over six storeys were rare, as having great numbers of stairs to climb was impractical for inhabitants, and water pressure was usually insufficient to supply running water above 50 m. Most early skyscrapers emerged in the land-strapped areas of Chicago, London, and New York toward the end of the 19th century. A land boom in Melbourne, Australia between 1888–1891 spurred the creation of a significant number of early skyscrapers, though none of these were steel reinforced and few remain today.;Alors que les avions n'avaient de cesse de s'améliorer, les armes censées les contrer leur emboîterent le pas. Des canons plus lourds dotés de systemes de visée améliorés ainsi que de puissants obus augmentaient la dangerosité des systemes antiaériens.;Im Zuge der allmählichen Weiterentwicklung von Flugzeugen wurden auch die Flugabwehrwaffen verbessert. Schwerere Geschütze mit verbesserten Zielvorrichtungen machten die gefürchtete Flak noch gefährlicher.;;;;;;;;;;;x
improved_artillery;The influx of people from rural areas to the cities has led to a burgeoning growth in the urban poor, as well as the rapid expansion of poor areas which have come to be known as ‘slums. These are areas plagued by crime and avoided by the wealthy, and ultimately have placed a cap on just how quickly these cities can grow before they become impossible to manage.;;;;;;;;;;;;;x
improved_artillery_manufacturing;With the inventions of breech loaded rifles, mechanized rifle drilling, semi-automatics, and other technical improvements in weapons design, the industrial output of small arms was vastly increased during the 19th century.;;;;;;;;;;;;;x
improved_artillery_manufacturing_desc;Our people are currently focused on improving their lives and the lives of their families, no longer worried as they once were of high mortality. The average family is now considered to be much smaller than it once was, and large numbers of children are no longer encouraged or considered the norm.;;;;;;;;;;;;;x
improved_capitalist_and_worker_promotion_1;Expanding on our experience in matters of war we can improve output in making arms.;;;;;;;;;;;;;x
improved_capitalist_and_worker_promotion_1_desc;Smallpox is currently ravaging the people in this province.;;;;;;;;;;;;;x
improved_capitalist_and_worker_promotion_2;The rapid spread of industry and coal-burning fuels has led to the presence of ‘smog’ in many cities, a combination of smoke and fog which leads to unsanitary urban conditions and many health complications.;;;;;;;;;;;;;x
improved_capitalist_and_worker_promotion_2_desc;Social Alienation.;;;;;;;;;;;;;x
improved_capitalist_and_worker_promotion_3;Social Anthropology is the social science that studies the origins and social relationships of human beings.;;;;;;;;;;;;;x
improved_capitalist_and_worker_promotion_3_desc;Social Conscience is motivation deriving logically from ethical or moral principles that govern a society as well as individuals’ thoughts and actions.;;;;;;;;;;;;;x
improved_capitalist_and_worker_promotion_4;Social Darwinism is a theory in sociology that says that individuals or groups achieve advantage over others as the result of genetic or biological superiority.;;;;;;;;;;;;;x
improved_capitalist_and_worker_promotion_4_desc;Social engineering is a discipline in social science that refers to efforts to influence popular attitudes and social behaviours on a large scale, whether by governments or private groups. In the political arena, the counterpart of social engineering is political engineering. Virtually all law and governance have the effect of seeking to change behaviour and could be considered ‘social engineering’ to some extent. Governments also influence behaviour more subtly through incentives and disincentives built into economic policy and tax policy, for instance, and have done so for centuries.;;;;;;;;;;;;;x
improved_capitalist_and_worker_promotion_5;Social justice is about preventing human rights abuses and ensuring adherence to international law.;;;;;;;;;;;;;x
improved_capitalist_and_worker_promotion_5_desc;Social Psychology is the scientific study of how we think about, influence and relate to one another.;;;;;;;;;;;;;x
improved_railroad_mobilisation_timetables;Social Science.;;;;;;;;;;;;;x
improved_railroad_mobilisation_timetables_desc;The growing split between elite and popular forms of cultural production in the early twentieth century would merge with the rise of new anti-liberal political ideologies to result in a backlash against the cultural avant-garde by the growing power of the State in the name of ‘the people.’ In both fascist and communist regimes, a new artistic ethos would develop that encouraged production that the masses could not only understand but encourage the installation of the values that these regimes wished to instil upon the societies they governed. For the cultural elite, a stark choice was offered, either accept the limits of creativity imposed by the State in one’s work or face the retribution of the State for challenging its authority. In communist regimes this new artistic ethos came to be known as Socialist Realism, but fascist regimes had their own analogous stylistic ethos which was imposed from above.;;;;;;;;;;;;;x
improved_ship_building_r&d;At this time the professionalization of the officer corps and the fact the majority of it consisted of middle-class men rather than gentry increased its societal status.;;;;;;;;;;;;;x
improved_ship_building_r&d_desc;Sociology is the science of society, social institutions and social relationship. It attempts to recreate the effect of certain actions on societies.;;;;;;;;;;;;;x
improved_synthetic_materials;Søren Kierkegaard was a Danish philosopher, theologian and religious author interested in human psychology. He strongly criticized many modern philosophers and the Christianity of the State Church versus the Free Church. Much of his philosophical work deals with the issues of how one lives as a ‘single individual’, giving priority to concrete human reality over abstract thinking, and highlighting the importance of personal choice and commitment.;;;;;;;;;;;;;x
improved_synthetic_materials_desc;The increasing mobility of our armed forces means the development of a ‘spearhead’ manoeuvre which allows us to thrust our forces past the enemy’s front lines, allowing them to flank and surround enemy forces before they’re even aware what’s happened. This is the future of armed combat.;;;;;;;;;;;;;x
improved_weapons;This tactic meant using speed to manoeuvre into firing position at a point where the enemy hard time to hit the ship, and also to make a breaking manoeuvre at an optimal time.;;;;;;;;;;;;;x
in_great_war;The spinning jenny is a multi-tool spinning frame. The device reduced the amount of work needed to produce yarn, with a worker able to work eight or more spools at once. It advanced the efficiency of the textile industry a great deal, and was one of the driving forces behind the Industrial Revolution in many textile-based countries.;;;;;;;;;;;;;x
inclosure;For some cultures, the notion of democracy and individual freedom is rooted in their very psyche.;;;;;;;;;;;;;x
inclosure_desc;Square-set timbering is a system invented by a German named Philip Deidesheimer that uses heavy timber ‘cubes’ as supports for underground mining tunnels and shafts, that enabled skilled miners to open three-dimensional cavities of any size. In large openings, the cubes can be filled with waste rock, creating a solid pillar of wood and rock from floor to roof (‘back’ in miner’s terminology). The system, which was inspired by the structure of honeycombs, enabled mining of the large silver orebodies of the Comstock Lode, which were in very weak rock—in miner’s terms, ‘heavy ground’. Deidesheimer refused to patent the innovation, which was easily the most important mining innovation of 1860.;;;;;;;;;;;;;x
independent_command;The introduction of working staffs at lower echelon units was a spin off from having an effective and functional General Staff. Soon all units had staffs that supported their leaders.;Initiative de commandement;Befehlsunabhängigkeit;;;;;;;;;;;x
independent_command_desc;The new metals discovered by using electric furnace included chromium. Chromium mixed in steel forms a protective layer of chromium oxide on the surface of the steel protecting it from corrosion. A lot more scratching was required to enable rusting compared to painted normal steel. Stainless steel was soon used in most tools, pieces of equipment and weaponry.;;Das alte Regelwerk besagte, dass ein Offizier, der die Befehle eines Vorgesetzten missachtete, vor das Kriegsgericht zu bringen war. Dies führte zu äußerst unentschlossenen Entscheidungsfindungen. Zu diesem Zeitpunkt besagte das Regelwerk, dass ein Offizier zwar den Befehlskern eines Vorgesetzten ausführen musste, die Art und Weise aber ihm selbst überlassen war.;;;;;;;;;;;x
indigenous_garrisoning;It takes a great deal of time for upgrades to existing firearms to become standard throughout a nation’s armed forces, but by this time bolt-action rifles are in use by our entire army.;;;;;;;;;;;;;x
indigenous_garrisoning_desc;It takes a great deal of time for upgrades to existing firearms to become standard throughout a nation’s armed forces, but by this time breech-loaded rifles are in use by our entire army.;;;;;;;;;;;;;x
