CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
NQL;North Queensland;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NQL_fascist_dictatorship;Capricornia;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NSW;New South Wales;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NTA;North Australia;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YEM_proletarian_dictatorship;People's Republic of Yemen;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NYE;North Yemen;;;;;;;;;;;;;
NYE_democracy;Yemen Arab Republic;;;;;;;;;;;;;
NYE_presidential_dictatorship;Yemen Arab Republic;;;;;;;;;;;;;
NYE_absolute_monarchy;Zaydi;;;;;;;;;;;;;
NYE_prussian_constitutionalism;Kingdom of Yemen;;;;;;;;;;;;;
NYE_hms_government;Kingdom of Yemen;;;;;;;;;;;;;
OCC;Occitania;Occitanie;Occitania;;Occitania;;;;;;;;;
PAP;Papal States;Labor Party;Capricornian;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAP_democracy;Roman Republic;Communist Party;Conservative Faction;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAP_theocracy;Papal States;Radical Nationalists;Nationalist Party;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAP_presidential_dictatorship;Roman Republic;Country Party;United Australia Party;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAP_bourgeois_dictatorship;Roman Republic;Radical Liberals;Liberal Faction;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAP_proletarian_dictatorship;People's Republic of Rome;Fascist Party;Liberal Party;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAP_fascist_dictatorship;Roman Republic;New South Wales;Labour Faction;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAP_absolute_monarchy;Lazio;New South Welsh;Labor Party;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAP_prussian_constitutionalism;Lazio;Conservative Faction;Communist Party;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAP_hms_government;Lazio;Protectionist Party;Radical Nationalists;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PER;Iran;North Australia;Communist Party;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PER_absolute_monarchy;Iran;Conservative Faction;Farmers and Settlers Party;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PER_prussian_constitutionalism;Iran;United Australia Party;Country Party;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PER_bourgeois_dictatorship;Iranian Free State;Liberal Party;New Guard;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLS;Palestine;;Labor Party;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLU;Palau;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTN;Pattani;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAN_absolute_monarchy;Sikh Empire;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAN_prussian_constitutionalism;Sikh Empire;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAN_fascist_dictatorship;Khalistan;Occitanie;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHL;Philippines;Philippines;Philippinen;;;;;;;;;;;
PLC;Polish-Lithuanian Commonwealth;;Partit Counservadouro;;Partit Counservadouro;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLC_proletarian_dictatorship;The People's Commonwealth;;Partit Anarquisto;;Partit Anarquisto;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLC_fascist_dictatorship;Polish-Lithuanian Republic;;Partit Comunisto;;Partit Comunisto;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLC_presidential_dictatorship;Polish-Lithuanian Republic;;Partit Faissisto;;Partit Faissisto;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLC_democracy;Poland-Lithuania;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PML;Pomerelia;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PNP;Pohnpei;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PNJ;Punjab;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PNJ_absolute_monarchy;Sikh Empire;Socialisti;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PNJ_prussian_constitutionalism;Sikh Empire;Popolari;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PNJ_hms_government;Sikh Kingdom;Fascisti;Moderati;;Moderati ;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PNJ_democracy;Khalistan;;Liberali;;Liberali ;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PNJ_fascist_dictatorship;Khalistan;;Popolari;;Pop olari;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PNT;Pontus;;Comunisti;;Comunisti;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRI;Puerto Rico;Puerto Rico;Puerto Rico;;Puerto Rico;;;;;;;;;
PTG;Patagonia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZN;Poznan;Palauan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QLD;Queensland;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QNG;Qing;;Partido Tradicionalista;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QNG_absolute_monarchy;The Qing Empire;;Partido Komunista;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QNG_prussian_constitutionalism;The Qing Empire;;Partido Liberal;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QNG_hms_government;The Qing Empire;;Partido Libertad;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAJ;Rajputana;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAJ_democracy;Rajasthan;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAJ_proletarian_dictatorship;Rajasthan;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAJ_fascist_dictatorship;Rajasthan;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAJ_bourgeois_dictatorship;Rajasthan;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGR;Rio Grande;;;;;;;;;;;;;
RGS;Rio Grande do Sul;;;;;;;;;;;;;
RHI;Rhineland;Conservative Faction;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RHO_democracy;Rhodesia;;Communist Party;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RMG;Romagna;;Radical Nationalists;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RPL;Assiniboia;;Country Party;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RPL_hms_government;Rupert's Land;;Fascist Party;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RUT_proletarian_dictatorship;Ruthenian People's Republic;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RYU;Ryukyu;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAA;Saarland;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAS;South Australia;South Australia;South Australia;;;;;;;;;;;
SAT;Kyushu;Nationalliberale ;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAT_absolute_monarchy;Satsuma;Deutscher Arbeiterverein;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAT_prussian_constitutionalism;Satsuma;Sozialdem. Arbeiterpartei ;Rheinland;;Rhineland;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAT_hms_government;Satsuma;Sozial. Arbeiterpartei ;Rheinlander;;Rhinelander;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAV;Saint Vincent;Arbeiterpartei radical;Freisinnige Partei;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SEN;Tohoku;NSDP;Sozialdem. Arbeiterpartei ;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SEN_absolute_monarchy;Sendai;;Nationale Partei;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SEN_prussian_constitutionalism;Sendai;;Konservative Partei;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SEN_hms_government;Sendai;;Christsoz. Arbeiterpartei;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHA;Shan;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAK;Siak;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLE;Leonia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLS;Silesia;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRA;Braunschweig;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLW;Sulawesi;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLW_absolute_monarchy;Bone;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLW_prussian_constitutionalism;Bone;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLW_hms_government;Bone;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMI;Sapmi;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SNG;Senegal;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SNZ;New Munster;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SNZ_fascist_dictatorship;Zealandia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SNZ_presidential_dictatorship;South Island Republic;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SNZ_bourgeois_dictatorship;South Island Republic;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SNZ_democracy;South Island Republic;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SNZ_proletarian_dictatorship;Zealandia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SON;Sonora;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPC;Hispanic Commonwealth;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPC_absolute_monarchy;Hispanic Empire;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPC_prussian_constitutionalism;Hispanic Commonwealth;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPC_hms_government;Hispanic Commonwealth;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPU;South Peru;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SRD;Arborea;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SRI;Sri Lanka;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SRI_absolute_monarchy;Ceylon;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SRI_prussian_constitutionalism;Ceylon;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SRI_hms_government;Ceylon;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BKF;Haut-Volta;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD;Sudan;;Radical Party;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD_theocracy;Mahdist Sudan;;Communist Party;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;Sulu;South Islander;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVY;Savoy;Labour Party;South Islander;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWH;Schleswig-Holstein;Nationalist Party;South Islander;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWK;Sarawak;Partido communiste;Partido Moderado Liberal;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWK_fascist_dictatorship;Borneo Republic;;Partido Progresista;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SIE;Transylvania;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SXI;Shanxi;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SXI_presidential_dictatorship;Shanxi Clique;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYR;Syria;;;;;;;;;;;;;
SZC;Sichuan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SZC_presidential_dictatorship;Sichuan Clique;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAI;The Taiping Heavenly Kingdom;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAJ;Tajikistan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAR;Tatarstan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAS;Tasmania;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAS_absolute_monarchy;Van Diemen's Land;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TCA;Transcaucasia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TKG;Shogunate Japan;;Liberaldem. Partei;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TKM;Turkmenistan;;;;;;;;;;;;;x
TKM_absolute_monarchy;Salor Confederation;;;;;;;;;;;;x
TKM_hms_government;Salor Confederation;;;;;;;;;;;;x
TKM_prussian_constitutionalism;Salor Confederation;;;;;;;;;;;;x
TKS;Turania;Faction nationaliste;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TGA;Tonga;Faction socialiste;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TNZ;Tabora;;;;;;;;;;;;;
TNT;Tannu Uriankhai;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOG;Togo;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOS;Shikoku;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOS_absolute_monarchy;Tosa;;Faschistische Partei;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOS_prussian_constitutionalism;Tosa;;Freiheitspartei;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOS_hms_government;Tosa;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOU;Tukulor Empire;;;;;;;;;;;;;
TOU_democracy;Tukulor Republic;;;;;;;;;;;;;
TOU_proletarian_dictatorship;Sahelian People's Republic;;;;;;;;;;;;;
TOU_fascist_dictatorship;Sahelian Republic;;;;;;;;;;;;;
TOU_bourgeois_dictatorship;Tukulor Republic;;;;;;;;;;;;;
TOU_presidential_dictatorship;Tukulor Republic;;;;;;;;;;;;;
TPG;Heavenly Kingdom;;;;;;;;;;;;;
TPG_democracy;Taiping Republic;;;;;;;;;;;;;
TPG_bourgeois_dictatorship;Taiping Republic;;;;;;;;;;;;;
TPG_proletarian_dictatorship;Communist Taiping;;;;;;;;;;;;;
TPG_fascist_dictatorship;Taiping;;;;;;;;;;;;;
TPG_presidential_dictatorship;Taiping Clique;;;;;;;;;;;;;
TRK;Truk;;Liberal Party;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRS;Purepecha;;;;;;;;;;;;;
TTB;Trinidad;Trinité & Tobago;Trinidad & Tobago;;Trinidad & Tobago;;;;;;;;;
BYZ;Greek Empire;;;;;;;;;;;;;
BYZ_democracy;Greek Federation;;;;;;;;;;;;;
BYZ_presidential_dictatorship;Greek Federation;;;;;;;;;;;;;
BYZ_bourgeois_dictatorship;Greek Federation;;;;;;;;;;;;;
BYZ_proletarian_dictatorship;Socialist Balkan Union;;;;;;;;;;;;;
TUR;Turkey;Turquie;Türkei;;;;;;;;;;;
TUR_proletarian_dictatorship;Turkey;Turquie;Türkei;;;;;;;;;;;
TUR_presidential_dictatorship;The Sublime Porte;The Sublime Porte;The Sublime Porte;;;;;;;;;;;
TUR_absolute_monarchy;The Ottoman Empire;Empire ottoman;Osmanisches Reich;;;;;;;;;;;
TUR_prussian_constitutionalism;The Ottoman Empire;Empire ottoman;Osmanisches Reich;;;;;;;;;;;
TUR_hms_government;The Ottoman Empire;Empire ottoman;Osmanisches Reich;;;;;;;;;;;
TUR_bourgeois_dictatorship;Turkish Free State;;;;;;;;;;;;;
TUR_proletarian_dictatorship;Turkish Socialist Republic;;;;;;;;;;;;;
UIL;The New American Alliance;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UIL_proletarian_dictatorship;The New American Republic;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UIL_fascist_dictatorship;New America;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UIL_presidential_dictatorship;New America;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UIL_absolute_monarchy;The Kingdom of New America;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UIL_prussian_constitutionalism;The Kingdom of New America;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNB;The Colorado Republic;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNB_absolute_monarchy;The Kingdom of Colorado;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNB_prussian_constitutionalism;The Kingdom of Colorado;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNB_hms_government;The Colorado Commonwealth;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNM;The Pueblo Republic;;;;;;;;;;;;;
UNM_absolute_monarchy;Kawaiga;;;;;;;;;;;;;
UNM_prussian_constitutionalism;Kawaiga;;;;;;;;;;;;;
UNM_hms_government;Kawaiga;;;;;;;;;;;;;
UNM_proletarian_dictatorship;The Pueblo People's Republic;;;;;;;;;;;;;
UOR;The Oregon Country;People's Partnership;;;So cialisti;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UOR_absolute_monarchy;The Kingdom of Oregon;Worker's Party;;;Rivoluzio nari;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UOR_prussian_constitutionalism;The Kingdom of Oregon;Butler Party;Trinidad & Tobago;;C attolici;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UOR_hms_government;Oregon;Fascist Party;Trinidadisch;;Radicali;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UOR_proletarian_dictatorship;Oregon People's Republic;;Conservative Party;;Fascisti;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UOR_fascist_dictatorship;Cascadia;;National Party;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
URA;Ural Republic;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
URA_absolute_monarchy;Ural State;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
URA_prussian_constitutionalism;Ural State;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
URA_hms_government;Ural State;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
URA_democracy;Ural Free State;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
URA_proletarian_dictatorship;Ural People's Republic;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;The United States of America;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA_bourgeois_dictatorship;The United States of America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
USA_absolute_monarchy;The American Empire;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA_prussian_constitutionalism;The American Empire;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
